date,home_team,away_team,home_win_rate,away_win_rate,home_goal_diff,away_goal_diff,home_points,away_points
2021-10-09 22:00:00+00:00,Fortaleza EC,Flamengo,0.4473684210526316,0.5526315789473685,-1,33,58,71
2021-10-10 00:00:00+00:00,Palmeiras,RB Bragantino,0.5263157894736842,0.3684210526315789,15,9,66,56
2021-10-10 00:00:00+00:00,Juventude,America Mineiro,0.2894736842105263,0.34210526315789475,-8,4,46,53
2021-10-10 14:00:00+00:00,Internacional,Chapecoense-sc,0.3157894736842105,0.02631578947368421,2,-40,48,15
2021-10-10 19:00:00+00:00,Santos,Gremio,0.3157894736842105,0.3157894736842105,-5,-7,50,43
2021-10-11 23:00:00+00:00,Cuiaba,Sao Paulo,0.2631578947368421,0.2894736842105263,-3,-8,47,48
2021-10-12 22:00:00+00:00,RB Bragantino,Atletico Goianiense,0.3684210526315789,0.34210526315789475,9,-3,56,53
2021-10-13 00:30:00+00:00,Bahia,Palmeiras,0.2894736842105263,0.5263157894736842,-9,15,43,66
2021-10-13 22:00:00+00:00,Atletico-MG,Santos,0.6842105263157895,0.3157894736842105,33,-5,84,50
2021-10-13 22:00:00+00:00,Chapecoense-sc,Atletico Paranaense,0.02631578947368421,0.34210526315789475,-40,-4,15,47
2021-10-13 22:00:00+00:00,Flamengo,Juventude,0.5526315789473685,0.2894736842105263,33,-8,71,46
2021-10-13 23:30:00+00:00,Fortaleza EC,Gremio,0.4473684210526316,0.3157894736842105,-1,-7,58,43
2021-10-14 00:00:00+00:00,Corinthians,Fluminense,0.39473684210526316,0.39473684210526316,4,0,57,54
2021-10-14 00:30:00+00:00,Internacional,America Mineiro,0.3157894736842105,0.34210526315789475,2,4,48,53
2021-10-14 22:00:00+00:00,Sao Paulo,Ceara,0.2894736842105263,0.2894736842105263,-8,1,48,50
2021-10-14 22:00:00+00:00,Cuiaba,Sport Recife,0.2631578947368421,0.23684210526315788,-3,-13,47,38
2021-10-16 22:00:00+00:00,Chapecoense-sc,Fortaleza EC,0.02631578947368421,0.4473684210526316,-40,-1,15,58
2021-10-17 00:00:00+00:00,America Mineiro,Bahia,0.34210526315789475,0.2894736842105263,4,-9,53,43
2021-10-17 19:00:00+00:00,Palmeiras,Internacional,0.5263157894736842,0.3157894736842105,15,2,66,48
2021-10-17 19:00:00+00:00,Atletico Paranaense,Fluminense,0.34210526315789475,0.39473684210526316,-4,0,47,54
2021-10-17 21:15:00+00:00,Atletico Goianiense,Atletico-MG,0.34210526315789475,0.6842105263157895,-3,33,53,84
2021-10-17 21:15:00+00:00,Ceara,RB Bragantino,0.2894736842105263,0.3684210526315789,1,9,50,56
2021-10-17 21:15:00+00:00,Gremio,Juventude,0.3157894736842105,0.2894736842105263,-7,-8,43,46
2021-10-17 23:30:00+00:00,Sport Recife,Santos,0.23684210526315788,0.3157894736842105,-13,-5,38,50
2021-10-17 23:30:00+00:00,Flamengo,Cuiaba,0.5526315789473685,0.2631578947368421,33,-3,71,47
2021-10-18 23:00:00+00:00,Sao Paulo,Corinthians,0.2894736842105263,0.39473684210526316,-8,4,48,57
2021-10-20 22:00:00+00:00,Ceara,Palmeiras,0.2894736842105263,0.5263157894736842,1,15,50,66
2021-10-21 23:00:00+00:00,Internacional,RB Bragantino,0.3157894736842105,0.3684210526315789,2,9,48,56
2021-10-23 20:00:00+00:00,Santos,America Mineiro,0.3157894736842105,0.34210526315789475,-5,4,50,53
2021-10-23 20:00:00+00:00,Juventude,Ceara,0.2894736842105263,0.2894736842105263,-8,1,46,50
2021-10-23 22:00:00+00:00,Fluminense,Flamengo,0.39473684210526316,0.5526315789473685,0,33,54,71
2021-10-23 22:15:00+00:00,Fortaleza EC,Atletico Paranaense,0.4473684210526316,0.34210526315789475,-1,-4,58,47
2021-10-24 19:00:00+00:00,Atletico-MG,Cuiaba,0.6842105263157895,0.2631578947368421,33,-3,84,47
2021-10-24 19:00:00+00:00,Internacional,Corinthians,0.3157894736842105,0.39473684210526316,2,4,48,57
2021-10-24 21:15:00+00:00,RB Bragantino,Sao Paulo,0.3684210526315789,0.2894736842105263,9,-8,56,48
2021-10-24 23:30:00+00:00,Bahia,Chapecoense-sc,0.2894736842105263,0.02631578947368421,-9,-40,43,15
2021-10-25 23:00:00+00:00,Atletico Goianiense,Gremio,0.34210526315789475,0.3157894736842105,-3,-7,53,43
2021-10-26 00:30:00+00:00,Palmeiras,Sport Recife,0.5263157894736842,0.23684210526315788,15,-13,66,38
2021-10-27 22:00:00+00:00,Bahia,Ceara,0.2894736842105263,0.2894736842105263,-9,1,43,50
2021-10-27 22:00:00+00:00,Santos,Fluminense,0.3157894736842105,0.39473684210526316,-5,0,50,54
2021-10-28 22:00:00+00:00,RB Bragantino,Sport Recife,0.3684210526315789,0.23684210526315788,9,-13,56,38
2021-10-30 20:00:00+00:00,Atletico Paranaense,Santos,0.34210526315789475,0.3157894736842105,-4,-5,47,50
2021-10-30 23:00:00+00:00,Flamengo,Atletico-MG,0.5526315789473685,0.6842105263157895,33,33,71,84
2021-10-30 23:15:00+00:00,Juventude,Bahia,0.2894736842105263,0.2894736842105263,-8,-9,46,43
2021-10-31 01:00:00+00:00,America Mineiro,Fortaleza EC,0.34210526315789475,0.4473684210526316,4,-1,53,58
2021-10-31 19:00:00+00:00,Ceara,Fluminense,0.2894736842105263,0.39473684210526316,1,0,50,54
2021-10-31 19:00:00+00:00,Gremio,Palmeiras,0.3157894736842105,0.5263157894736842,-7,15,43,66
2021-10-31 21:15:00+00:00,Sao Paulo,Internacional,0.2894736842105263,0.3157894736842105,-8,2,48,48
2021-10-31 23:30:00+00:00,Sport Recife,Atletico Goianiense,0.23684210526315788,0.34210526315789475,-13,-3,38,53
2021-11-01 23:00:00+00:00,Cuiaba,RB Bragantino,0.2631578947368421,0.3684210526315789,-3,9,47,56
2021-11-02 00:30:00+00:00,Corinthians,Chapecoense-sc,0.39473684210526316,0.02631578947368421,4,-40,57,15
2021-11-02 19:00:00+00:00,Atletico Paranaense,Flamengo,0.34210526315789475,0.5526315789473685,-4,33,47,71
2021-11-04 00:00:00+00:00,Atletico-MG,Gremio,0.6842105263157895,0.3157894736842105,33,-7,84,43
2021-11-05 00:00:00+00:00,Cuiaba,Chapecoense-sc,0.2631578947368421,0.02631578947368421,-3,-40,47,15
2021-11-06 00:30:00+00:00,Flamengo,Atletico Goianiense,0.5526315789473685,0.34210526315789475,33,-3,71,53
2021-11-06 20:00:00+00:00,Corinthians,Fortaleza EC,0.39473684210526316,0.4473684210526316,4,-1,57,58
2021-11-06 22:00:00+00:00,Internacional,Gremio,0.3157894736842105,0.3157894736842105,2,-7,48,43
2021-11-07 00:00:00+00:00,Fluminense,Sport Recife,0.39473684210526316,0.23684210526315788,0,-13,54,38
2021-11-07 19:00:00+00:00,Santos,Palmeiras,0.3157894736842105,0.5263157894736842,-5,15,50,66
2021-11-07 19:00:00+00:00,RB Bragantino,Atletico Paranaense,0.3684210526315789,0.34210526315789475,9,-4,56,47
2021-11-07 19:00:00+00:00,Atletico-MG,America Mineiro,0.6842105263157895,0.34210526315789475,33,4,84,53
2021-11-07 21:15:00+00:00,Bahia,Sao Paulo,0.2894736842105263,0.2894736842105263,-9,-8,43,48
2021-11-07 23:30:00+00:00,Ceara,Cuiaba,0.2894736842105263,0.2631578947368421,1,-3,50,47
2021-11-08 23:00:00+00:00,Chapecoense-sc,Flamengo,0.02631578947368421,0.5526315789473685,-40,33,15,71
2021-11-10 00:30:00+00:00,Gremio,Fluminense,0.3157894736842105,0.39473684210526316,-7,0,43,54
2021-11-10 21:30:00+00:00,Atletico Paranaense,Ceara,0.34210526315789475,0.2894736842105263,-4,1,47,50
2021-11-10 22:00:00+00:00,Atletico-MG,Corinthians,0.6842105263157895,0.39473684210526316,33,4,84,57
2021-11-10 22:00:00+00:00,Santos,RB Bragantino,0.3157894736842105,0.3684210526315789,-5,9,50,56
2021-11-10 23:30:00+00:00,Palmeiras,Atletico Goianiense,0.5263157894736842,0.34210526315789475,15,-3,66,53
2021-11-11 00:30:00+00:00,Sport Recife,America Mineiro,0.23684210526315788,0.34210526315789475,-13,4,38,53
2021-11-11 00:30:00+00:00,Juventude,Internacional,0.2894736842105263,0.3157894736842105,-8,2,46,48
2021-11-11 00:30:00+00:00,Fortaleza EC,Sao Paulo,0.4473684210526316,0.2894736842105263,-1,-8,58,48
2021-11-11 22:00:00+00:00,Flamengo,Bahia,0.5526315789473685,0.2894736842105263,33,-9,71,43
2021-11-13 20:00:00+00:00,Atletico Goianiense,Santos,0.34210526315789475,0.3157894736842105,-3,-5,53,50
2021-11-13 21:30:00+00:00,America Mineiro,Gremio,0.34210526315789475,0.3157894736842105,4,-7,53,43
2021-11-13 22:00:00+00:00,Internacional,Atletico Paranaense,0.3157894736842105,0.34210526315789475,2,-4,48,47
2021-11-13 22:00:00+00:00,RB Bragantino,Fortaleza EC,0.3684210526315789,0.4473684210526316,9,-1,56,58
2021-11-14 00:00:00+00:00,Corinthians,Cuiaba,0.39473684210526316,0.2631578947368421,4,-3,57,47
2021-11-14 19:00:00+00:00,Sao Paulo,Flamengo,0.2894736842105263,0.5526315789473685,-8,33,48,71
2021-11-14 21:15:00+00:00,Fluminense,Palmeiras,0.39473684210526316,0.5263157894736842,0,15,54,66
2021-11-14 22:00:00+00:00,Ceara,Sport Recife,0.2894736842105263,0.23684210526315788,1,-13,50,38
2021-11-14 22:00:00+00:00,Chapecoense-sc,Juventude,0.02631578947368421,0.2894736842105263,-40,-8,15,46
2021-11-16 19:00:00+00:00,Atletico Paranaense,Atletico-MG,0.34210526315789475,0.6842105263157895,-4,33,47,84
2021-11-16 21:00:00+00:00,Gremio,RB Bragantino,0.3157894736842105,0.3684210526315789,-7,9,43,56
2021-11-17 22:00:00+00:00,America Mineiro,Atletico Goianiense,0.34210526315789475,0.34210526315789475,4,-3,53,53
2021-11-17 22:00:00+00:00,Santos,Chapecoense-sc,0.3157894736842105,0.02631578947368421,-5,-40,50,15
2021-11-17 22:00:00+00:00,Cuiaba,Internacional,0.2631578947368421,0.3157894736842105,-3,2,47,48
2021-11-17 23:00:00+00:00,Fortaleza EC,Ceara,0.4473684210526316,0.2894736842105263,-1,1,58,50
2021-11-17 23:30:00+00:00,Juventude,Fluminense,0.2894736842105263,0.39473684210526316,-8,0,46,54
2021-11-17 23:30:00+00:00,Palmeiras,Sao Paulo,0.5263157894736842,0.2894736842105263,15,-8,66,48
2021-11-18 00:30:00+00:00,Flamengo,Corinthians,0.5526315789473685,0.39473684210526316,33,4,71,57
2021-11-19 00:00:00+00:00,Sport Recife,Bahia,0.23684210526315788,0.2894736842105263,-13,-9,38,43
2021-11-20 22:00:00+00:00,Chapecoense-sc,Gremio,0.02631578947368421,0.3157894736842105,-40,-7,15,43
2021-11-20 22:00:00+00:00,Fortaleza EC,Palmeiras,0.4473684210526316,0.5263157894736842,-1,15,58,66
2021-11-20 22:00:00+00:00,Atletico-MG,Juventude,0.6842105263157895,0.2894736842105263,33,-8,84,46
2021-11-21 00:00:00+00:00,Atletico Goianiense,Ceara,0.34210526315789475,0.2894736842105263,-3,1,53,50
2021-11-21 00:30:00+00:00,Internacional,Flamengo,0.3157894736842105,0.5526315789473685,2,33,48,71
2021-11-21 19:00:00+00:00,Corinthians,Santos,0.39473684210526316,0.3157894736842105,4,-5,57,50
2021-11-21 20:00:00+00:00,Fluminense,America Mineiro,0.39473684210526316,0.34210526315789475,0,4,54,53
2021-11-21 22:00:00+00:00,Bahia,Cuiaba,0.2894736842105263,0.2631578947368421,-9,-3,43,47
2021-11-23 22:00:00+00:00,Atletico Goianiense,Juventude,0.34210526315789475,0.2894736842105263,-3,-8,53,46
2021-11-24 00:00:00+00:00,Gremio,Flamengo,0.3157894736842105,0.5526315789473685,-7,33,43,71
2021-11-24 00:30:00+00:00,Palmeiras,Atletico-MG,0.5263157894736842,0.6842105263157895,15,33,66,84
2021-11-25 00:30:00+00:00,Fluminense,Internacional,0.39473684210526316,0.3157894736842105,0,2,54,48
2021-11-25 00:30:00+00:00,Sao Paulo,Atletico Paranaense,0.2894736842105263,0.34210526315789475,-8,-4,48,47
2021-11-25 22:00:00+00:00,Santos,Fortaleza EC,0.3157894736842105,0.4473684210526316,-5,-1,50,58
2021-11-25 23:00:00+00:00,Ceara,Corinthians,0.2894736842105263,0.39473684210526316,1,4,50,57
2021-11-26 22:00:00+00:00,Bahia,Gremio,0.2894736842105263,0.3157894736842105,-9,-7,43,43
2021-11-27 22:30:00+00:00,RB Bragantino,America Mineiro,0.3684210526315789,0.34210526315789475,9,4,56,53
2021-11-28 00:30:00+00:00,Sao Paulo,Sport Recife,0.2894736842105263,0.23684210526315788,-8,-13,48,38
2021-11-28 19:00:00+00:00,Corinthians,Atletico Paranaense,0.39473684210526316,0.34210526315789475,4,-4,57,47
2021-11-28 19:00:00+00:00,Atletico-MG,Fluminense,0.6842105263157895,0.39473684210526316,33,0,84,54
2021-11-28 22:00:00+00:00,Internacional,Santos,0.3157894736842105,0.3157894736842105,2,-5,48,50
2021-11-29 22:00:00+00:00,Atletico Goianiense,Bahia,0.34210526315789475,0.2894736842105263,-3,-9,53,43
2021-11-30 22:00:00+00:00,Juventude,RB Bragantino,0.2894736842105263,0.3684210526315789,-8,9,46,56
2021-11-30 23:00:00+00:00,Flamengo,Ceara,0.5526315789473685,0.2894736842105263,33,1,71,50
2021-12-01 00:00:00+00:00,America Mineiro,Chapecoense-sc,0.34210526315789475,0.02631578947368421,4,-40,53,15
2021-12-01 01:00:00+00:00,Cuiaba,Palmeiras,0.2631578947368421,0.5263157894736842,-3,15,47,66
2021-12-02 21:00:00+00:00,Bahia,Atletico-MG,0.2894736842105263,0.6842105263157895,-9,33,43,84
2021-12-02 23:00:00+00:00,Gremio,Sao Paulo,0.3157894736842105,0.2894736842105263,-7,-8,43,48
2021-12-03 22:00:00+00:00,Atletico Paranaense,Cuiaba,0.34210526315789475,0.2631578947368421,-4,-3,47,47
2021-12-03 23:00:00+00:00,Sport Recife,Flamengo,0.23684210526315788,0.5526315789473685,-13,33,38,71
2021-12-03 23:00:00+00:00,Chapecoense-sc,Atletico Goianiense,0.02631578947368421,0.34210526315789475,-40,-3,15,53
2021-12-04 00:00:00+00:00,Fortaleza EC,Juventude,0.4473684210526316,0.2894736842105263,-1,-8,58,46
2021-12-05 19:00:00+00:00,Corinthians,Gremio,0.39473684210526316,0.3157894736842105,4,-7,57,43
2021-12-05 19:00:00+00:00,Atletico-MG,RB Bragantino,0.6842105263157895,0.3684210526315789,33,9,84,56
2021-12-05 19:00:00+00:00,Bahia,Fluminense,0.2894736842105263,0.39473684210526316,-9,0,43,54
2021-12-05 22:00:00+00:00,Ceara,America Mineiro,0.2894736842105263,0.34210526315789475,1,4,50,53
2021-12-06 22:00:00+00:00,Sao Paulo,Juventude,0.2894736842105263,0.2894736842105263,-8,-8,48,46
2021-12-06 22:00:00+00:00,Atletico Paranaense,Palmeiras,0.34210526315789475,0.5263157894736842,-4,15,47,66
2021-12-06 23:00:00+00:00,Internacional,Atletico Goianiense,0.3157894736842105,0.34210526315789475,2,-3,48,53
2021-12-06 23:00:00+00:00,Flamengo,Santos,0.5526315789473685,0.3157894736842105,33,-5,71,50
2021-12-06 23:00:00+00:00,Cuiaba,Fortaleza EC,0.2631578947368421,0.4473684210526316,-3,-1,47,58
2021-12-07 00:00:00+00:00,Chapecoense-sc,Sport Recife,0.02631578947368421,0.23684210526315788,-40,-13,15,38
2021-12-10 00:30:00+00:00,Atletico Goianiense,Flamengo,0.34210526315789475,0.5526315789473685,-3,33,53,71
2021-12-10 00:30:00+00:00,RB Bragantino,Internacional,0.3684210526315789,0.3157894736842105,9,2,56,48
2021-12-10 00:30:00+00:00,Fortaleza EC,Bahia,0.4473684210526316,0.2894736842105263,-1,-9,58,43
2021-12-10 00:30:00+00:00,Gremio,Atletico-MG,0.3157894736842105,0.6842105263157895,-7,33,43,84
2021-12-10 00:30:00+00:00,Juventude,Corinthians,0.2894736842105263,0.39473684210526316,-8,4,46,57
2021-12-10 00:30:00+00:00,America Mineiro,Sao Paulo,0.34210526315789475,0.2894736842105263,4,-8,53,48
2021-12-10 00:30:00+00:00,Palmeiras,Ceara,0.5263157894736842,0.2894736842105263,15,1,66,50
2021-12-10 00:30:00+00:00,Sport Recife,Atletico Paranaense,0.23684210526315788,0.34210526315789475,-13,-4,38,47
2021-12-10 00:30:00+00:00,Santos,Cuiaba,0.3157894736842105,0.2631578947368421,-5,-3,50,47
2021-12-10 00:30:00+00:00,Fluminense,Chapecoense-sc,0.39473684210526316,0.02631578947368421,0,-40,54,15
2022-04-09 19:30:00+00:00,Fluminense,Santos,0.5526315789473685,0.3157894736842105,22,3,70,47
2022-04-09 22:00:00+00:00,Atletico Goianiense,Flamengo,0.21052631578947367,0.47368421052631576,-18,21,36,62
2022-04-10 00:00:00+00:00,Palmeiras,Ceara,0.6052631578947368,0.18421052631578946,39,-7,81,37
2022-04-10 14:00:00+00:00,Coritiba,Goias,0.3157894736842105,0.2894736842105263,-21,-13,42,46
2022-04-10 19:00:00+00:00,Botafogo,Corinthians,0.39473684210526316,0.47368421052631576,-2,8,53,65
2022-04-10 19:00:00+00:00,Atletico-MG,Internacional,0.39473684210526316,0.5263157894736842,8,27,58,73
2022-04-10 21:00:00+00:00,Fortaleza EC,Cuiaba,0.39473684210526316,0.2631578947368421,7,-11,55,41
2022-04-10 22:00:00+00:00,Sao Paulo,Atletico Paranaense,0.34210526315789475,0.42105263157894735,13,0,54,58
2022-04-10 22:00:00+00:00,Avai,America Mineiro,0.23684210526315788,0.39473684210526316,-26,0,35,53
2022-04-11 23:00:00+00:00,Juventude,RB Bragantino,0.07894736842105263,0.2894736842105263,-40,-10,22,44
2022-04-16 19:30:00+00:00,Goias,Palmeiras,0.2894736842105263,0.6052631578947368,-13,39,46,81
2022-04-16 22:00:00+00:00,America Mineiro,Juventude,0.39473684210526316,0.07894736842105263,0,-40,53,22
2022-04-16 22:00:00+00:00,Corinthians,Avai,0.47368421052631576,0.23684210526315788,8,-26,65,35
2022-04-17 00:00:00+00:00,Cuiaba,Fluminense,0.2631578947368421,0.5526315789473685,-11,22,41,70
2022-04-17 14:00:00+00:00,Santos,Coritiba,0.3157894736842105,0.3157894736842105,3,-21,47,42
2022-04-17 19:00:00+00:00,Flamengo,Sao Paulo,0.47368421052631576,0.34210526315789475,21,13,62,54
2022-04-17 21:00:00+00:00,Internacional,Fortaleza EC,0.5263157894736842,0.39473684210526316,27,7,73,55
2022-04-17 21:00:00+00:00,Atletico Paranaense,Atletico-MG,0.42105263157894735,0.39473684210526316,0,8,58,58
2022-04-17 21:00:00+00:00,RB Bragantino,Atletico Goianiense,0.2894736842105263,0.21052631578947367,-10,-18,44,36
2022-04-17 22:00:00+00:00,Ceara,Botafogo,0.18421052631578946,0.39473684210526316,-7,-2,37,53
2022-04-20 22:30:00+00:00,Flamengo,Palmeiras,0.47368421052631576,0.6052631578947368,21,39,62,81
2022-04-23 19:30:00+00:00,Atletico Paranaense,Flamengo,0.42105263157894735,0.47368421052631576,0,21,58,62
2022-04-23 19:30:00+00:00,RB Bragantino,Sao Paulo,0.2894736842105263,0.34210526315789475,-10,13,44,54
2022-04-23 22:00:00+00:00,Palmeiras,Corinthians,0.6052631578947368,0.47368421052631576,39,8,81,65
2022-04-23 22:00:00+00:00,Fluminense,Internacional,0.5526315789473685,0.5263157894736842,22,27,70,73
2022-04-24 00:00:00+00:00,Atletico-MG,Coritiba,0.39473684210526316,0.3157894736842105,8,-21,58,42
2022-04-24 19:00:00+00:00,Santos,America Mineiro,0.3157894736842105,0.39473684210526316,3,0,47,53
2022-04-24 21:00:00+00:00,Juventude,Cuiaba,0.07894736842105263,0.2631578947368421,-40,-11,22,41
2022-04-24 21:30:00+00:00,Atletico Goianiense,Botafogo,0.21052631578947367,0.39473684210526316,-18,-2,36,53
2022-04-25 23:00:00+00:00,Avai,Goias,0.23684210526315788,0.2894736842105263,-26,-13,35,46
2022-04-30 19:30:00+00:00,Ceara,RB Bragantino,0.18421052631578946,0.2894736842105263,-7,-10,37,44
2022-04-30 19:30:00+00:00,America Mineiro,Atletico Paranaense,0.39473684210526316,0.42105263157894735,0,0,53,58
2022-04-30 21:30:00+00:00,Goias,Atletico-MG,0.2894736842105263,0.39473684210526316,-13,8,46,58
2022-04-30 22:00:00+00:00,Cuiaba,Atletico Goianiense,0.2631578947368421,0.21052631578947367,-11,-18,41,36
2022-05-01 14:00:00+00:00,Botafogo,Juventude,0.39473684210526316,0.07894736842105263,-2,-40,53,22
2022-05-01 19:00:00+00:00,Corinthians,Fortaleza EC,0.47368421052631576,0.39473684210526316,8,7,65,55
2022-05-01 19:00:00+00:00,Coritiba,Fluminense,0.3157894736842105,0.5526315789473685,-21,22,42,70
2022-05-01 22:00:00+00:00,Internacional,Avai,0.5263157894736842,0.23684210526315788,27,-26,73,35
2022-05-02 23:00:00+00:00,Sao Paulo,Santos,0.34210526315789475,0.3157894736842105,13,3,54,47
2022-05-07 19:30:00+00:00,Atletico-MG,America Mineiro,0.39473684210526316,0.39473684210526316,8,0,58,53
2022-05-07 23:30:00+00:00,Atletico Paranaense,Ceara,0.42105263157894735,0.18421052631578946,0,-7,58,37
2022-05-08 14:00:00+00:00,Flamengo,Botafogo,0.47368421052631576,0.39473684210526316,21,-2,62,53
2022-05-08 19:00:00+00:00,Atletico Goianiense,Goias,0.21052631578947367,0.2894736842105263,-18,-13,36,46
2022-05-08 19:00:00+00:00,Palmeiras,Fluminense,0.6052631578947368,0.5526315789473685,39,22,81,70
2022-05-08 21:00:00+00:00,Santos,Cuiaba,0.3157894736842105,0.2631578947368421,3,-11,47,41
2022-05-08 21:00:00+00:00,RB Bragantino,Corinthians,0.2894736842105263,0.47368421052631576,-10,8,44,65
2022-05-08 22:00:00+00:00,Juventude,Internacional,0.07894736842105263,0.5263157894736842,-40,27,22,73
2022-05-08 22:00:00+00:00,Fortaleza EC,Sao Paulo,0.39473684210526316,0.34210526315789475,7,13,55,54
2022-05-09 23:00:00+00:00,Avai,Coritiba,0.23684210526315788,0.3157894736842105,-26,-21,35,42
2022-05-11 23:30:00+00:00,RB Bragantino,Atletico-MG,0.2894736842105263,0.39473684210526316,-10,8,44,58
2022-05-14 19:30:00+00:00,Palmeiras,RB Bragantino,0.6052631578947368,0.2894736842105263,39,-10,81,44
2022-05-14 19:30:00+00:00,Ceara,Flamengo,0.18421052631578946,0.47368421052631576,-7,21,37,62
2022-05-14 22:00:00+00:00,Atletico-MG,Atletico Goianiense,0.39473684210526316,0.21052631578947367,8,-18,58,36
2022-05-14 22:00:00+00:00,Internacional,Corinthians,0.5263157894736842,0.47368421052631576,27,8,73,65
2022-05-15 00:00:00+00:00,Fluminense,Atletico Paranaense,0.5526315789473685,0.42105263157894735,22,0,70,58
2022-05-15 19:00:00+00:00,Sao Paulo,Cuiaba,0.34210526315789475,0.2631578947368421,13,-11,54,41
2022-05-15 20:30:00+00:00,Coritiba,America Mineiro,0.3157894736842105,0.39473684210526316,-21,0,42,53
2022-05-15 21:00:00+00:00,Botafogo,Fortaleza EC,0.39473684210526316,0.39473684210526316,-2,7,53,55
2022-05-15 21:00:00+00:00,Avai,Juventude,0.23684210526315788,0.07894736842105263,-26,-40,35,22
2022-05-15 22:00:00+00:00,Goias,Santos,0.2894736842105263,0.3157894736842105,-13,3,46,47
2022-05-21 19:30:00+00:00,Flamengo,Goias,0.47368421052631576,0.2894736842105263,21,-13,62,46
2022-05-21 19:30:00+00:00,Atletico Goianiense,Coritiba,0.21052631578947367,0.3157894736842105,-18,-21,36,42
2022-05-21 21:30:00+00:00,Santos,Ceara,0.3157894736842105,0.18421052631578946,3,-7,47,37
2022-05-21 22:00:00+00:00,Juventude,Palmeiras,0.07894736842105263,0.6052631578947368,-40,39,22,81
2022-05-22 00:00:00+00:00,Cuiaba,Internacional,0.2631578947368421,0.5263157894736842,-11,27,41,73
2022-05-22 00:00:00+00:00,America Mineiro,Botafogo,0.39473684210526316,0.39473684210526316,0,-2,53,53
2022-05-22 19:00:00+00:00,Corinthians,Sao Paulo,0.47368421052631576,0.34210526315789475,8,13,65,54
2022-05-22 19:00:00+00:00,Fortaleza EC,Fluminense,0.39473684210526316,0.5526315789473685,7,22,55,70
2022-05-22 22:00:00+00:00,Atletico Paranaense,Avai,0.42105263157894735,0.23684210526315788,0,-26,58,35
2022-05-28 19:30:00+00:00,Goias,RB Bragantino,0.2894736842105263,0.2894736842105263,-13,-10,46,44
2022-05-28 22:00:00+00:00,Sao Paulo,Ceara,0.34210526315789475,0.18421052631578946,13,-7,54,37
2022-05-28 23:30:00+00:00,Fortaleza EC,Juventude,0.39473684210526316,0.07894736842105263,7,-40,55,22
2022-05-29 19:00:00+00:00,Santos,Palmeiras,0.3157894736842105,0.6052631578947368,3,39,47,81
2022-05-29 19:00:00+00:00,Coritiba,Botafogo,0.3157894736842105,0.39473684210526316,-21,-2,42,53
2022-05-29 21:00:00+00:00,Cuiaba,Atletico Paranaense,0.2631578947368421,0.42105263157894735,-11,0,41,58
2022-05-29 21:00:00+00:00,Corinthians,America Mineiro,0.47368421052631576,0.39473684210526316,8,0,65,53
2022-05-29 21:00:00+00:00,Fluminense,Flamengo,0.5526315789473685,0.47368421052631576,22,21,70,62
2022-05-29 22:00:00+00:00,Atletico-MG,Avai,0.39473684210526316,0.23684210526315788,8,-26,58,35
2022-05-30 23:00:00+00:00,Internacional,Atletico Goianiense,0.5263157894736842,0.21052631578947367,27,-18,73,36
2022-06-01 23:30:00+00:00,Fortaleza EC,Ceara,0.39473684210526316,0.18421052631578946,7,-7,55,37
2022-06-04 19:30:00+00:00,America Mineiro,Cuiaba,0.39473684210526316,0.2631578947368421,0,-11,53,41
2022-06-04 22:00:00+00:00,Ceara,Coritiba,0.18421052631578946,0.3157894736842105,-7,-21,37,42
2022-06-04 22:00:00+00:00,Atletico Paranaense,Santos,0.42105263157894735,0.3157894736842105,0,3,58,47
2022-06-04 22:00:00+00:00,Avai,Sao Paulo,0.23684210526315788,0.34210526315789475,-26,13,35,54
2022-06-04 23:30:00+00:00,Atletico Goianiense,Corinthians,0.21052631578947367,0.47368421052631576,-18,8,36,65
2022-06-05 14:00:00+00:00,Juventude,Fluminense,0.07894736842105263,0.5526315789473685,-40,22,22,70
2022-06-05 19:00:00+00:00,Flamengo,Fortaleza EC,0.47368421052631576,0.39473684210526316,21,7,62,55
2022-06-05 19:00:00+00:00,Palmeiras,Atletico-MG,0.6052631578947368,0.39473684210526316,39,8,81,58
2022-06-05 22:00:00+00:00,RB Bragantino,Internacional,0.2894736842105263,0.5263157894736842,-10,27,44,73
2022-06-06 23:00:00+00:00,Botafogo,Goias,0.39473684210526316,0.2894736842105263,-2,-13,53,46
2022-06-08 00:30:00+00:00,Cuiaba,Corinthians,0.2631578947368421,0.47368421052631576,-11,8,41,65
2022-06-08 22:00:00+00:00,Juventude,Atletico Paranaense,0.07894736842105263,0.42105263157894735,-40,0,22,58
2022-06-08 22:00:00+00:00,America Mineiro,Ceara,0.39473684210526316,0.18421052631578946,0,-7,53,37
2022-06-08 23:30:00+00:00,Atletico Goianiense,Avai,0.21052631578947367,0.23684210526315788,-18,-26,36,35
2022-06-08 23:30:00+00:00,RB Bragantino,Flamengo,0.2894736842105263,0.47368421052631576,-10,21,44,62
2022-06-09 00:30:00+00:00,Fluminense,Atletico-MG,0.5526315789473685,0.39473684210526316,22,8,70,58
2022-06-09 00:30:00+00:00,Santos,Internacional,0.3157894736842105,0.5263157894736842,3,27,47,73
2022-06-09 22:00:00+00:00,Palmeiras,Botafogo,0.6052631578947368,0.39473684210526316,39,-2,81,53
